amptelik ,Official,Afrikaans
genoeg,Enough,Afrikaans
waarskynlik ,Probably,Afrikaans
skielik ,Suddenly,Afrikaans
hoofsaaklik ,Mainly,Afrikaans
skaap ,Sheep,Afrikaans
familie ,Family,Afrikaans
politiek ,Politics,Afrikaans
organisasie ,Organization,Afrikaans
vader ,Father,Afrikaans
aand ,Evening,Afrikaans
verhouding ,Relation,Afrikaans
foto ,Photo,Afrikaans
gedagte,Thought,Afrikaans
graad ,Grade,Afrikaans
waarheid ,Truth,Afrikaans
seisoen ,Season,Afrikaans
oomblik ,Moment,Afrikaans
geskiedenis ,History,Afrikaans
perd ,Horse,Afrikaans
leser ,Reader,Afrikaans
liggaam ,Body,Afrikaans
rënë,Dropped,Albanian
dikur,Once,Albanian
goxha,Pretty,Albanian
kolonel,Colonel,Albanian
zemrën,Heart,Albanian
përgjithmonë,Forever,Albanian
marrëveshje,Agreement,Albanian
gjeneral,General,Albanian
sëmurë,Sick,Albanian
orën,Clock,Albanian
miq,Friends,Albanian
qëndroni,Stay,Albanian
beni,Children,Albanian
darkë,Dinner,Albanian
ngrënë,Eat,Albanian
thote,Says,Albanian
ndihmosh,Help,Albanian
plot,Full,Albanian
poshte,Below,Albanian
nënë,Mother,Albanian
gjete,Found,Albanian
marre,Received,Albanian
mënyra,Ways,Albanian
pikë,Point,Albanian
çështje,Issue,Albanian
martuar,Married,Albanian
ftohtë,Chilly,Albanian
burra,Men,Albanian
hera,Time,Albanian
borxh,Debt,Albanian
shtepi,Home,Albanian
vdekjes,Death,Albanian
arritur,Reached,Albanian
plotë,Full,Albanian
veçantë,Special,Albanian
takohemi,Meet,Albanian
vërteta,Truth,Albanian
quajnë,Call,Albanian
qesharake,Funny,Albanian
babain,Father,Albanian
kuptim,Meaning,Albanian
gjithnjë,More,Albanian
trupin,Body,Albanian
çkemi,Hello,Albanian
vetes,Ourselves,Albanian
shihni,See,Albanian
gjith,All,Albanian
djem,Boys,Albanian
mbash,Keep,Albanian
krejt,Altogether,Albanian
jetoj,Live,Albanian
luaj,Play,Albanian
dalësh,Go,Albanian
faji,Fault,Albanian
kafe,Coffee,Albanian
përmes,Through,Albanian
madje,Even,Albanian
idenë,Idea,Albanian
këmbët,Pins,Albanian
tju,You,Albanian
qyteti,Town,Albanian
vitin,Year,Albanian
vrasje,Murder,Albanian
toni,Tone,Albanian
ndodhet,Located,Albanian
armët,Weapons,Albanian
ndihmojë,Help,Albanian
ulur,Reduced,Albanian
paguaj,Pay,Albanian
anije,Ship,Albanian
anën,Side,Albanian
shqetëso,Worry,Albanian
thoshte,Said,Albanian
herët,Early,Albanian
mendo,Think,Albanian
prindërit,Parents,Albanian
lodhur,Tired,Albanian
kuptoni,Understand,Albanian
kohës,Time,Albanian
ndryshuar,Changed,Albanian
takim,Meeting,Albanian
mbajtur,Held,Albanian
tregon,Shows,Albanian
tallesh,Mock,Albanian
nevojitet,Need,Albanian
pranë,Near,Albanian
pikërisht,Exactly,Albanian
parasysh,Account,Albanian
pëlqejnë,Like,Albanian
dëshironi,Want,Albanian
rritur,Increase,Albanian
thoja,Says,Albanian
qejf,Binge,Albanian
motra,Sister,Albanian
heq,Remove,Albanian
pjesa,Part,Albanian
gjendje,Condition,Albanian
kurre,Never,Albanian
besim,Trust,Albanian
fillon,Begins,Albanian
أسبوع,Week,Arabic
اليوم,Today,Arabic
أتى,Come ,Arabic
يضحك,Laugh,Arabic
رأى,See,Arabic
صغير,Small,Arabic
جميل,Beautiful,Arabic
قبيح,Ugly,Arabic
صعب,Difficult,Arabic
بجوار,Near,Arabic
لذيذة,Delicious,Arabic
رأس,Head,Arabic
يبتسم ,Smile,Arabic
سعادة ,Happiness,Arabic
نعم,Yes,Arabic
شكرا لك,Thank you,Arabic
مع السلامه,Good bye,Arabic
جسر ,Bridge,Arabic
نفق ,Tunnel,Arabic
 موقف سيارات,Car park,Arabic
السكك الحديدية,Railway,Arabic
 شارع,Street,Arabic
مبكرًا ,Early,Arabic
رطب ,Wet,Arabic
ببطء ,Slowly,Arabic
شاطئ ,Beach,Arabic
صَباح ,Morning,Arabic
ضابِط شُرطَة,Police officer,Arabic
مُدَرِّس,Teacher,Arabic
أُم,Mother,Arabic
أُخت ,Sister,Arabic
واي فاي,Wifi,Arabic
قَلَم,Pen,Arabic
ناعِم,Smooth,Arabic
خَشِن,Rough,Arabic
رائِع,Lovely,Arabic
مُتَوَاضِع,Humble,Arabic
مُبتَهِج,Joyful,Arabic
مُتَجَمِّد,Frigid,Arabic
هادِئ,Calm,Arabic
غائِم,Cloudy,Arabic
غَريب,Weird,Arabic
قَلِق,Anxious,Arabic
مُكتَئِب,Depressed,Arabic
مُتَوَتِّر,Stressed out,Arabic
ضَعيف,Weak,Arabic
شُجاع,Courageous,Arabic
مُتَوَاضِع,Arrogant,Arabic
كَريم,Generous,Arabic
عَطوف,Caring,Arabic
مُضحِك,Funny,Arabic
اِجتِماعي,Sociable,Arabic
	مُثير لِلاِشمِئزاز,Disgusting,Arabic
وَسيم,Handsome,Arabic
قَصير,Short,Arabic
كَبير,Big,Arabic
صَغير,Small,Arabic
أَجابَ,To answer,Arabic
صَنَعَ,Create,Arabic
اِلتَقى,Meet,Arabic
جَرى,Run,Arabic
أَحَسَّ,Feel,Arabic
بَكى,Cry,Arabic
أَنهى,Finish,Arabic
مَشى,Walk,Arabic
شَمَّ,Smell,Arabic
أَعطى,Give,Arabic
حَضَرَ,Prepare,Arabic
دَجاج,Chicken,Arabic
خُضرَوات,Vegetable,Arabic
فَوَاكِه,Fruit,Arabic
الوَجه,Face,Arabic
الجَبهَة,Forehead,Arabic
الساق,Leg,Arabic
العَيْن,Eye,Arabic
مَكتَب,Desk,Arabic
سمّاعات,Headphones,Arabic
فأرَة,Mouse,Arabic
جامِعَة,University,Arabic
المَطعَم,Restaurant,Arabic
مَدرَسَة,School,Arabic
سَنَة ,Year,Arabic
شَهر ,Month,Arabic
ساعَة ,Hour,Arabic
دَقيقَة,Minute,Arabic
مَساء,Evening,Arabic
لِماذا,Why,Arabic
أَنتَ/أَنتِ,You,Arabic
نَحنُ,We,Arabic
 جداً ,Very,Arabic
بصوت عالي,Loudly,Arabic
ساخن ,Hot,Arabic
 سريع,Fast,Arabic
صعب,Hard,Arabic
تذكرة ,Ticket,Arabic
 سفارة,Embassy,Arabic
مركز تسوق,Shopping mall,Arabic
مخب ,Bakery,Arabic
أمس,Hour,Arabic
يسار,,Arabic
Կենտրոն,Center,Armenian
Տուն,Home,Armenian
Փաղ,Money,Armenian
Հարս,Bride,Armenian
Միասին,Together,Armenian
Մանկ,Child,Armenian
Վայր,Place,Armenian
Թող,Let,Armenian
Խնդրեմ,Please,Armenian
Սեւ,Black,Armenian
Կարմիր,Red,Armenian
Ծաղիկ,Flower,Armenian
Բաժան,Share,Armenian
Դպրոց,School,Armenian
Գինի,Wine,Armenian
Ջերմ,Warm,Armenian
Հարսանիք,Wedding,Armenian
Եկել,Come,Armenian
Խելք,Mind,Armenian
Սեր,Milk,Armenian
Արծիվ ,Eagle,Armenian
Սիրուն ,Beautiful,Armenian
Անուշ ,Sweet,Armenian
Երազ ,Dream,Armenian
Հարազատ ,Beloved,Armenian
Արյուն ,Blood,Armenian
Հայրենի ,Homeland,Armenian
Մանկություն ,Childhood,Armenian
Խաղաղություն ,Peace,Armenian
Լուսաբանել ,To illuminate,Armenian
անխուսափ,Inevitable,Armenian
գրադարան,Library,Armenian
աշխարհ,World,Armenian
հոգի,Soul,Armenian
հովանոց,Umbrella,Armenian
մարջան,Coral,Armenian
փայփայած,Pet,Armenian
բարև,Hello,Armenian
բարի գալուստ,Welcome,Armenian
բարի լույս,Good morning,Armenian
Սիրո ,Love,Armenian
Համբույր,Kiss,Armenian
Մայր ,Mother,Armenian
Հայր ,Father,Armenian
Ընկեր ,Friend,Armenian
Ապահով ,Safe,Armenian
Բարություն ,Kindness,Armenian
Խնդիր ,Problem,Armenian
Երկիր,Country,Armenian
Գիր ,Book,Armenian
Ամառ,Summer,Armenian
Ձմեռ ,Winter,Armenian
Երգ,Song,Armenian
Մեծ ,Big,Armenian
Աստղ ,Star,Armenian
Բլուր ,Hill,Armenian
Ծով ,Sea,Armenian
Միտք ,Thought,Armenian
Դուռ,Door,Armenian
Տուն,House,Armenian
Աշակերտ ,Student,Armenian
Ուսուցիչ ,Teacher,Armenian
Ավտոմեքենա ,Car,Armenian
Նոր ,New,Armenian
Հին ,Old,Armenian
Սեղան ,Table,Armenian
Քար ,Stone,Armenian
Ձուկ ,Fish,Armenian
Միս ,Meat,Armenian
Մրգեր ,Fruits,Armenian
Բանջարեղեն ,Vegetables,Armenian
Մշակույթ ,Culture,Armenian
Քաղաք ,City,Armenian
Գյուղ ,Village,Armenian
Խաղ ,Game,Armenian
Սպիտակ ,White,Armenian
Վարդ ,Rose,Armenian
Թռչուն ,Bird,Armenian
Մազ ,Hair,Armenian
Եզր ,Edge,Armenian
Լավ ,Good ,Armenian
Հաճելի ,Pleasant,Armenian
Կործանի ,Disaster,Armenian
Հեռախոս ,Telephone,Armenian
Օգնություն ,Help,Armenian
Ապագա ,Future,Armenian
Մատյան ,Chronicle,Armenian
Ղեկավար ,Leader,Armenian
Բարոյական ,Moral,Armenian
Վերադարձ ,Return,Armenian
Տրանսպորտ ,Transport,Armenian
Տոմս ,Ticket,Armenian
Իմաստ ,Meaning,Armenian
Ակնոց ,Glasses,Armenian
Գիտություն ,Science,Armenian
Գործ ,Work,Armenian
Խոհանոց ,Kitchen,Armenian
Հաց ,Bread,Armenian
Լեռ ,Mountain,Armenian
Լայն ,Wide,Armenian
Sevgi ,Love,Azerbaijani 
Salam,Hello,Azerbaijani
Ana ,Mother,Azerbaijani
Ata ,Father,Azerbaijani
Uşaq ,Child,Azerbaijani
Dost ,Friend,Azerbaijani
Gözəl ,Beautiful,Azerbaijani
Həyat ,Life,Azerbaijani
Yemək ,Food,Azerbaijani
Su ,Water,Azerbaijani
Kitab ,Book,Azerbaijani
Musiqi ,Music,Azerbaijani
Ev ,House,Azerbaijani
Bağ ,Garden,Azerbaijani
Dəniz ,Sea,Azerbaijani
Dağ ,Mountain,Azerbaijani
Çiçək ,Flower,Azerbaijani
Ağac ,Tree,Azerbaijani 
Gün ,Sun,Azerbaijani 
Ay ,Moon,Azerbaijani 
Ulduz ,Star,Azerbaijani 
Yoldaş ,Companion,Azerbaijani 
Hava ,Weather,Azerbaijani 
Düşüncə ,Thought,Azerbaijani 
Cəmiyyət ,Society,Azerbaijani 
Könül ,Heart,Azerbaijani 
Söz ,Word,Azerbaijani 
Dil ,Language,Azerbaijani 
Yaz ,Writing,Azerbaijani 
Gecə ,Night,Azerbaijani 
Səhər ,Morning,Azerbaijani 
Şəhər ,City,Azerbaijani 
Kənd ,Village,Azerbaijani 
Bazar ,Market,Azerbaijani 
Qida ,Nutrition,Azerbaijani 
İş ,Work,Azerbaijani 
Məktəb ,School,Azerbaijani 
Müəllim ,Teacher,Azerbaijani 
Tələbə ,Student,Azerbaijani 
Bilik ,Knowledge,Azerbaijani 
Elmi ,Science,Azerbaijani 
Təhsil ,Education,Azerbaijani 
İnkişaf ,Development,Azerbaijani 
Səyahət ,Travel,Azerbaijani 
Təbiət ,Nature,Azerbaijani 
Məkan ,Space,Azerbaijani 
Masa ,Table,Azerbaijani 
Göz ,Eye,Azerbaijani 
Qulaq ,Ear,Azerbaijani 
Ağız ,Mouth,Azerbaijani 
Burun ,Nose,Azerbaijani 
Stul,Chair,Azerbaijani 
Qapı ,Door,Azerbaijani 
Pəncərə ,Window,Azerbaijani 
Vağzal,Train station,Azerbaijani 
Ünvan,Address,Azerbaijani 
İl,Year,Azerbaijani 
Həftə,Week,Azerbaijani 
Ər,Husband,Azerbaijani 
Qız,Daughter,Azerbaijani 
İşıq,Light,Azerbaijani 
Könül ,Soul,Azerbaijani 
Hiss ,Feeling,Azerbaijani 
Duyğu ,Emotion,Azerbaijani 
Qəlb ,Heart,Azerbaijani 
Sıxıntı ,Stress,Azerbaijani 
Xoşbəxtlik ,Happiness,Azerbaijani 
Kədər ,Sadness,Azerbaijani 
Ümid ,Hope,Azerbaijani 
Yuxu ,Dream,Azerbaijani 
Reallıq ,Reality,Azerbaijani 
Həyəcən ,Excitement,Azerbaijani 
Gülmək ,Laugh,Azerbaijani 
Ağlamaq ,Cry,Azerbaijani 
Oyun ,Game,Azerbaijani 
Sözlük ,Dictionary,Azerbaijani 
Fil ,Elephant,Azerbaijani 
Pişik ,Cat,Azerbaijani 
İt ,Dog,Azerbaijani 
Quş ,Bird,Azerbaijani 
Balıq ,Fish,Azerbaijani 
Yem ,Feed,Azerbaijani 
Yay ,Summer,Azerbaijani 
Qış ,Winter,Azerbaijani 
Qış ,Autumn,Azerbaijani 
Yaz ,Spring,Azerbaijani 
Tətil ,Vacaton,Azerbaijani 
Xəstə ,Sick,Azerbaijani 
Sağlam ,Healthy,Azerbaijani 
Dərman ,Medicine,Azerbaijani 
Həkim ,Doctor,Azerbaijani 
İdman ,Sport,Azerbaijani 
Komanda ,Team,Azerbaijani 
Müsabiqə ,Competition,Azerbaijani 
Qələbə ,Victory,Azerbaijani 
Məğlubiyyət ,Defeat,Azerbaijani 
Bahar ,Blossom,Azerbaijani 
Söz ,Speech,Azerbaijani 
Hədiyyə ,Gift,Azerbaijani 
Niyyət ,Intention,Azerbaijani 
Jakin-mina,Curiousity,Basque
Ilargia ,Moon,Basque
Hilerria ,Cemetery,Basque
Harreman ,Relationship,Basque
Erditu ,Give Birth,Basque
Eztabaida ,Discussion,Basque
Maitagarria,Fairy,Basque
Haserre ,Angry,Basque
Ogibide,Profession,Basque
Ortzimuga ,Horizon,Basque
Eskuzabala ,Generous,Basque
Hizki ,Letter,Basque
Galtzerdi ,Sock,Basque
Pinpilinpauxa ,Butterfly,Basque
Xirimiri ,Mild  Rain,Basque
Polita ,Beautiful,Basque
Lorea ,Flower,Basque
Musu ,Kiss,Basque
Ama ,Mother,Basque
Eskua ,Hand,Basque
Xuxurlatu ,Whisper,Basque
Haizea ,Wind,Basque
Ilunabarra ,Dawn,Basque
Ezti ,Pleasant,Basque
Lasaitasuna ,Peace,Basque
Zerua ,Sky,Basque
Goxo ,Cosy,Basque
Bizitza ,Life,Basque
Sustraia ,Root,Basque
Lana ,Work,Basque
Mendia ,Mountain,Basque
Zintzilik ,Hanging,Basque
Maitia ,Beloved,Basque
Kuttuna ,Dear,Basque
Bihotz ,Heart,Basque
Lur ,Ground,Basque
Elur ,Snow,Basque
Zur ,Wood,Basque
Haur ,Child,Basque
Hezur ,Bone,Basque
Euri ,Rain,Basque
Izar ,Star,Basque
Izadi ,Nature,Basque
Izaki ,Living Creature,Basque
Izorra ,Pregnant,Basque
Aizkora ,Axe,Basque
Aizto ,Knife,Basque
Aitzurra ,Hoe,Basque
Hilabete ,Month,Basque
Kaixo,Hello,Basque
Egun on,Good Morning,Basque
Agur ,Good Bye,Basque
Mesedez,Please,Basque
Ongi etorri,Welcome,Basque
Gaizki ,Bad,Basque
Txakurra ,Dog,Basque
Zentzua ,Sense,Basque
Xamurra ,Tender,Basque
Baina ,But,Basque
Sabela ,Stomach,Basque
harria ,Stone,Basque
ur,Water,Basque
Panpox,Cute,Basque
Eskerrik asko,Thank you,Basque
Jatetxea,Restaurant,Basque
Mesedez ,Please,Basque
Komuna ,Bathroom,Basque
Zorionak ,Congratulations,Basque
fede ,Faith,Basque
gizon ,Man,Basque
gonbarazio ,Comparison,Basque
atzo ,Yesterday,Basque
txori ,Bird,Basque
etxe ,House,Basque
labur ,Short,Basque
neska ,Girl,Basque
gauza ,Thing,Basque
higuin ,Disgust,Basque
oin ,Foot,Basque
zahar ,Old,Basque
dragatz ,Arrow,Basque
labe ,Oven,Basque
aldapa ,Slope,Basque
jan ,To eat,Basque
ero ,Crazy,Basque
ñabardura ,Nuance,Basque
hotz ,Cold,Basque
tzar ,Big,Basque
hots ,Sound,Basque
su ,Fire,Basque
anka ,Leg,Basque
kafe ,Coffee,Basque
gerri ,Waist,Basque
antzara ,Goose,Basque
ene ,Mine,Basque
andere ,Lady,Basque
teilatu ,Roof,Basque
enfasi ,Emphasis,Basque
denbora ,Time,Basque
aburu ,Opinion,Basque
Час ,Time,Belarusian
Дзень ,Day,Belarusian
Месяц ,Month,Belarusian
Тыдзень ,Week,Belarusian
Год ,Year,Belarusian
Чалавек ,Person,Belarusian
Дзіця ,Child,Belarusian
Сям’я ,Family,Belarusian
Дом ,House,Belarusian
Кватэра ,Apartment,Belarusian
Горад ,City,Belarusian
Вёска ,Village,Belarusian
Школа ,School,Belarusian
Універсітэт ,University,Belarusian
Работа ,Work,Belarusian
Крама ,Shop,Belarusian
Ежа ,Food,Belarusian
Вада ,Water,Belarusian
Грошы ,Money,Belarusian
Аўтамабіль ,Car,Belarusian
Добры ,Good,Belarusian
Шчаслівы ,Happy,Belarusian
Вялікі ,Big,Belarusian
Дрэнны ,Bad,Belarusian
Малы ,Small,Belarusian
Цікавы ,Interesting,Belarusian
Сумны ,Sad,Belarusian
Дарагі ,Expensive,Belarusian
Цеплы ,Warm,Belarusian
Чырвоны ,Red,Belarusian
Доўгі ,Long,Belarusian
Зялёны ,Green,Belarusian
Халодны ,Cold,Belarusian
Гаварыць ,To Speak,Belarusian
Пісаць ,To write,Belarusian
Бачыць ,To see,Belarusian
Слухаць ,To Listen,Belarusian
Піць ,To drink  ,Belarusian
Бегаць ,To run,Belarusian
ця́жкі́,Heavy,Belarusian
ву́зкі,Narrow,Belarusian
жанчы́на,Woman,Belarusian
мужчы́на,Man,Belarusian
ма́ці,Mother,Belarusian
ба́цька,Father,Belarusian
жывёла/звер,Animal,Belarusian
звер,Fish,Belarusian
пту́шка,Bird,Belarusian
саба́ка,Dog,Belarusian
змяя́,Snake,Belarusian
дрэ́ва,Tree,Belarusian
лес,Forest,Belarusian
садаві́на,Fruit,Belarusian
ко́рань,Root,Belarusian
кве́тка,Flower,Belarusian
ску́ра,Skin,Belarusian
трава́,Grass,Belarusian
валасы́,Hair,Belarusian
галава́,Head,Belarusian
рот,Mouth,Belarusian
крыло́,Wing,Belarusian
сэ́рца,Heart,Belarusian
зо́рка,Star,Belarusian
ме́сяц,Moon,Belarusian
вада́,Water,Belarusian
дождж,Rain,Belarusian
соль,Salt,Belarusian
ка́мень,Stone,Belarusian
прамы́,Straight,Belarusian
праві́льны,Correct,Belarusian
Краса ,Beauty,Belarusian
Чараўнасць ,Charm,Belarusian
Непаўторнасць ,Uniqueness,Belarusian
Мечта ,Dream,Belarusian
Падарунак ,Gift,Belarusian
Салодкі ,Sweet,Belarusian
Лекар ,Doctor,Belarusian
Прывітання ,Greeting,Belarusian
Дзякуй ,Thank You,Belarusian
Кніга ,Book,Belarusian
Слова ,Word,Belarusian
Дзеці ,Children,Belarusian
Сябра ,Friend,Belarusian
Любоў ,Love,Belarusian
Счастце ,Happiness,Belarusian
Зімовы ,Winter,Belarusian
Летні,Spring,Belarusian
Рынак ,Market,Belarusian
Танец ,Dance,Belarusian
Пытанне ,Question,Belarusian
Адказ ,Answer,Belarusian
Заданне ,Task,Belarusian
Поспех ,Success,Belarusian
Досвед ,Experience,Belarusian
Мэта ,Goal,Belarusian
Экзамен ,Exam,Belarusian
Ажурнасць ,Delicacy,Belarusian
Сцежка ,Grace,Belarusian
Светласць ,Brightness,Belarusian
Салодкасць ,Sweetness,Belarusian
Благодаря (Blagodarya),Thank you,Bulgarian
Да (Da),Yes,Bulgarian
Не (Ne),No,Bulgarian
Моля (Molya),Please,Bulgarian
Извинете (Izvinete),Excuse me,Bulgarian
Как си? (Kak si?),How are you?,Bulgarian
Добро утро (Dobro utro),Good morning,Bulgarian
Лека нощ (Leka nosht),Good night,Bulgarian
Обичам те (Obicham te),I love you,Bulgarian
Къде? (Kade?),Where?,Bulgarian
Какво? (Kakvo?),What?,Bulgarian
Кога? (Koga?),When?,Bulgarian
Защо? (Zashto?),Why?,Bulgarian
Кой? (Koy?),Who?,Bulgarian
Вода (Voda),Water,Bulgarian
Хляб (Hlyab),Bread,Bulgarian
Мляко (Mlyako),Milk,Bulgarian
Книга (Kniga),Book,Bulgarian
Дете (Dete),Child,Bulgarian
Къща (Kashta),House,Bulgarian
Автомобил (Avtomobil),Car,Bulgarian
Улица (Ulitsa),Street,Bulgarian
Град (Grad),City,Bulgarian
Дърво (Darvo),Tree,Bulgarian
Цвете (Tsvete),Flower,Bulgarian
Живот (Zhivot),Life,Bulgarian
Човек (Chovek),Person,Bulgarian
Работа (Rabota),Work,Bulgarian
Ученик (Uchenik),Student,Bulgarian
Учител (Uchitel),Teacher,Bulgarian
Слънце (Slantse),Sun,Bulgarian
Луна (Luna),Moon,Bulgarian
Звезда (Zvezda),Star,Bulgarian
Небе (Nebe),Sky,Bulgarian
Земя (Zemya),Earth,Bulgarian
Река (Reka),River,Bulgarian
Планина (Planina),Mountain,Bulgarian
Море (More),Sea,Bulgarian
Океан (Okean),Ocean,Bulgarian
Птица (Ptitsa),Bird,Bulgarian
Животно (Zhivotno),Animal,Bulgarian
Храна (Hrana),Food,Bulgarian
Напитка (Napitka),Drink,Bulgarian
Сладолед (Sladoled),Ice cream,Bulgarian
Плод (Plod),Fruit,Bulgarian
Зеленчук (Zelenchuk),Vegetable,Bulgarian
Месо (Meso),Meat,Bulgarian
Риба (Riba),Fish,Bulgarian
Яйце (Yaytse),Egg,Bulgarian
Супа (Supa),Soup,Bulgarian
Салата (Salata),Salad,Bulgarian
Хляб (Hlyab),Bread,Bulgarian
Паста (Pasta),Pasta,Bulgarian
Пица (Pitsa),Pizza,Bulgarian
Кафе (Kafe),Coffee,Bulgarian
Чай (Chay),Tea,Bulgarian
Захар (Zahar),Sugar,Bulgarian
Сол (Sol),Salt,Bulgarian
Пипер (Piper),Pepper,Bulgarian
Масло (Maslo),Oil,Bulgarian
Вино (Vino),Wine,Bulgarian
Бира (Bira),Beer,Bulgarian
Коктейл (Kokteyl),Cocktail,Bulgarian
Десерт (Desert),Dessert,Bulgarian
Празник (Praznik),Holiday,Bulgarian
Пътуване (Patuvane),Travel,Bulgarian
Книга (Kniga),Book,Bulgarian
Филм (Film),Movie,Bulgarian
Музика (Muzyka),Music,Bulgarian
Изкуство (Izkustvo),Art,Bulgarian
Спорт (Sport),Sport,Bulgarian
Игра (Igra),Game,Bulgarian
Забавление (Zabavlenie),Entertainment,Bulgarian
Празник (Praznik),Celebration,Bulgarian
Събитие (Sabitie),Event,Bulgarian
Концерт (Kontsert),Concert,Bulgarian
Театър (Teatar),Theater,Bulgarian
Кино (Kino),Cinema,Bulgarian
Музей (Muzey),Museum,Bulgarian
Галерия (Galeriya),Gallery,Bulgarian
Картинa (Kartina),Painting,Bulgarian
Скулптура (Skulptura),Sculpture,Bulgarian
Поезия (Poeziya),Poetry,Bulgarian
Литература (Literatura),Literature,Bulgarian
История (Istoriya),History,Bulgarian
Наука (Nauka),Science,Bulgarian
География (Geografiya),Geography,Bulgarian
Математика (Matematika),Mathematics,Bulgarian
Физика (Fizika),Physics,Bulgarian
Химия (Khimia),Chemistry,Bulgarian
Биология (Biologiya),Biology,Bulgarian
Компютър (Kompyutar),Computer,Bulgarian
Интернет (Internet),Internet,Bulgarian
Технология (Tekhnologiya),Technology,Bulgarian
Инженер (Inzhener),Engineer,Bulgarian
Архитект (Arhitekt),Architect,Bulgarian
Лекар (Lekar),Doctor,Bulgarian
Медицинa (Meditsina),Medicine,Bulgarian
Здраве (Zdrave),Health,Bulgarian
Болест (Bolest),Illness,Bulgarian
Лечение (Lechenie),Treatment,Bulgarian
Аптека (Apteka),Pharmacy,Bulgarian
Лекарство (Lekarstvo),Medicine,Bulgarian
Ваксина (Vaksina),Vaccine,Bulgarian
Професия (Profesiya),Profession,Bulgarian
Работа (Rabota),Job,Bulgarian
Заплата (Zaplata),Salary,Bulgarian
Кариера (Karyera),Career,Bulgarian
Успех (Uspeh),Success,Bulgarian
Цел (Tsel),Goal,Bulgarian
Мечта (Mechta),Dream,Bulgarian
Надежда (Nadezhda),Hope,Bulgarian
Страх (Strakh),Fear,Bulgarian
Любов (Lyubov),Love,Bulgarian
Щастие (Shtastie),Happiness,Bulgarian
Тъга (Tuga),Sadness,Bulgarian
Емоция (Emotsiya),Emotion,Bulgarian
Чувство (Chuvstvo),Feeling,Bulgarian
Спомен (Spomen),Memory,Bulgarian
Време (Vreme),Time,Bulgarian
Място (Myasto),Place,Bulgarian
Пространство (Prostranstvo),Space,Bulgarian
Съществуване (Sashtestvuvane),Existence,Bulgarian
Приятел (Priatel),Friend,Bulgarian
Семейство (Semeystvo),Family,Bulgarian
Дете (Dete),Child,Bulgarian
Родител (Roditel),Parent,Bulgarian
Брат (Brat),Brother,Bulgarian
Сестра (Sestra),Sister,Bulgarian
Дядо (Dyado),Grandfather,Bulgarian
Баба (Baba),Grandmother,Bulgarian
Кузен (Kuzin),Cousin,Bulgarian
Чичо (Chicho),Uncle,Bulgarian
Леля (Lelya),Aunt,Bulgarian
Съпруг (Suprug),Husband,Bulgarian
Съпруга (Supruga),Wife,Bulgarian
Любовник (Lyubovnik),Lover,Bulgarian
Познат (Poznat),Acquaintance,Bulgarian
Съсед (Sased),Neighbor,Bulgarian
Колега (Kolega),Colleague,Bulgarian
Поздрав (Pozdrav),Greeting,Bulgarian
